,est,naics,Zip,Borough,Neighborhood,Median Income,WhitePop,AfrAmPop,AsianPop,NativeAmPacificPop,OtherPop,MultiRacePop,LatPop,AlaskanAmerIndPop,TotalPop,Lat,Lng
418,4,713940,10033,Manhattan,Inwood and Washington Heights,53044.0,14228,2731,1062, -   ,172,744,41852,21,60810,40.849709999999995,-73.93579
419,4,713940,10033,Manhattan,Inwood and Washington Heights,53044.0,14228,2731,1062, -   ,172,744,41852,21,60810,40.849709999999995,-73.93579
420,2,713940,10034,Manhattan,Inwood and Washington Heights,50909.0,7991,2425,982,12,154,611,32005,6,44186,40.86668,-73.92149
421,2,713940,10034,Manhattan,Inwood and Washington Heights,50909.0,7991,2425,982,12,154,611,32005,6,44186,40.86668,-73.92149
457,1,713940,10040,Manhattan,Inwood and Washington Heights,47189.0,9601,2474,1120, -   ,124,671,32013, -   ,46003,40.85808,-73.92994
892,3,713940,11432,Queens,Jamaica,52975.0,8198,9383,26455,22,1837,2274,16740,189,65098,40.71184,-73.79366
893,3,713940,11432,Queens,Jamaica,52975.0,8198,9383,26455,22,1837,2274,16740,189,65098,40.71184,-73.79366
894,3,713940,11432,Queens,Jamaica,52975.0,8198,9383,26455,22,1837,2274,16740,189,65098,40.71184,-73.79366
895,1,713940,11433,Queens,Jamaica,48795.0,199,23514,2593,9,1936,647,7005,116,36019,40.697559999999996,-73.7884
896,1,713940,11434,Queens,Jamaica,60702.0,1061,56318,1390, -   ,1471,1052,5433, -   ,66725,40.67631,-73.77526999999999
562,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
563,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
564,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
565,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
566,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
567,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
568,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
569,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
570,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
571,10,713940,10463,Bronx,Kingsbridge and Riverdale,58881.0,23370,8534,2408,62,548,1116,36587,238,72863,40.88134,-73.90593
583,1,713940,10471,Bronx,Kingsbridge and Riverdale,80932.0,13174,1967,1501, -   ,170,380,4848, -   ,22040,40.90142,-73.90338
20,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
21,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
22,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
23,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
24,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
25,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
26,7,713940,10002,Manhattan,Lower East Side,35449.0,16208,4762,33443,5,232,1548,21350,377,77925,40.71843,-73.99444
27,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
28,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
29,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
30,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
31,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
32,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
33,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
34,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
35,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
36,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
37,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
38,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
39,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
40,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
41,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
42,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
43,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
44,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
45,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
46,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
47,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
48,22,713940,10003,Manhattan,Lower East Side,104441.0,40150,2058,7220,53,130,976,4358,90,55035,40.72452,-73.99119
73,5,713940,10009,Manhattan,Lower East Side,60521.0,29968,4814,8000,36,393,1346,15539,45,60141,40.726259999999996,-73.98085999999999
74,5,713940,10009,Manhattan,Lower East Side,60521.0,29968,4814,8000,36,393,1346,15539,45,60141,40.726259999999996,-73.98085999999999
75,5,713940,10009,Manhattan,Lower East Side,60521.0,29968,4814,8000,36,393,1346,15539,45,60141,40.726259999999996,-73.98085999999999
76,5,713940,10009,Manhattan,Lower East Side,60521.0,29968,4814,8000,36,393,1346,15539,45,60141,40.726259999999996,-73.98085999999999
77,5,713940,10009,Manhattan,Lower East Side,60521.0,29968,4814,8000,36,393,1346,15539,45,60141,40.726259999999996,-73.98085999999999
49,5,713940,10004,Manhattan,Lower Manhattan,140450.0,1882,5,790,10,31,50,222, -   ,2990,40.70538,-74.01139
50,5,713940,10004,Manhattan,Lower Manhattan,140450.0,1882,5,790,10,31,50,222, -   ,2990,40.70538,-74.01139
51,5,713940,10004,Manhattan,Lower Manhattan,140450.0,1882,5,790,10,31,50,222, -   ,2990,40.70538,-74.01139
52,5,713940,10004,Manhattan,Lower Manhattan,140450.0,1882,5,790,10,31,50,222, -   ,2990,40.70538,-74.01139
53,5,713940,10004,Manhattan,Lower Manhattan,140450.0,1882,5,790,10,31,50,222, -   ,2990,40.70538,-74.01139
54,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
55,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
56,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
57,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
58,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
59,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
60,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
61,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
62,9,713940,10005,Manhattan,Lower Manhattan,154213.0,6200,266,1404, -   ,57,226,527, -   ,8680,40.70602,-74.00887
63,1,713940,10006,Manhattan,Lower Manhattan,145893.0,2303,60,662, -   , -   ,115,439, -   ,3579,40.70771,-74.01316
64,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
65,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
66,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
67,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
68,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
69,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
70,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
71,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
72,9,713940,10007,Manhattan,Lower Manhattan,242644.0,4753,313,955, -   , -   ,389,626, -   ,7036,40.713879999999996,-74.00802
448,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
449,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
450,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
451,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
452,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
453,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
454,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
455,8,713940,10038,Manhattan,Lower Manhattan,85032.0,10020,1724,7460, -   ,74,495,2608,76,22457,40.70912,-74.00537
494,3,713940,10280,Manhattan,Lower Manhattan,161419.0,6657,151,1835, -   ,59,262,856, -   ,9820,40.70824,-74.01764
495,3,713940,10280,Manhattan,Lower Manhattan,161419.0,6657,151,1835, -   ,59,262,856, -   ,9820,40.70824,-74.01764
496,3,713940,10280,Manhattan,Lower Manhattan,161419.0,6657,151,1835, -   ,59,262,856, -   ,9820,40.70824,-74.01764
530,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
531,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
532,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
533,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
534,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
535,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
536,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
537,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
538,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
539,10,713940,10314,Staten Island,Mid-Island,80956.0,57831,3724,13978,88,90,1491,12734,24,89960,40.60459,-74.14568
789,6,713940,11354,Queens,North Queens,44512.0,9458,1832,35815,6,377,831,9211,36,57566,40.76621,-73.82533000000001
790,6,713940,11354,Queens,North Queens,44512.0,9458,1832,35815,6,377,831,9211,36,57566,40.76621,-73.82533000000001
791,6,713940,11354,Queens,North Queens,44512.0,9458,1832,35815,6,377,831,9211,36,57566,40.76621,-73.82533000000001
792,6,713940,11354,Queens,North Queens,44512.0,9458,1832,35815,6,377,831,9211,36,57566,40.76621,-73.82533000000001
793,6,713940,11354,Queens,North Queens,44512.0,9458,1832,35815,6,377,831,9211,36,57566,40.76621,-73.82533000000001
794,6,713940,11354,Queens,North Queens,44512.0,9458,1832,35815,6,377,831,9211,36,57566,40.76621,-73.82533000000001
795,4,713940,11355,Queens,North Queens,38370.0,6719,2431,60228,72,454,1053,11631,302,82890,40.75478,-73.82336
796,4,713940,11355,Queens,North Queens,38370.0,6719,2431,60228,72,454,1053,11631,302,82890,40.75478,-73.82336
797,4,713940,11355,Queens,North Queens,38370.0,6719,2431,60228,72,454,1053,11631,302,82890,40.75478,-73.82336
798,4,713940,11355,Queens,North Queens,38370.0,6719,2431,60228,72,454,1053,11631,302,82890,40.75478,-73.82336
799,1,713940,11356,Queens,North Queens,59712.0,5941,515,7444,55,80,443,9591, -   ,24069,40.7853,-73.84488
800,5,713940,11357,Queens,North Queens,81053.0,24778,175,9330,15,123,910,6004,58,41393,40.78663,-73.80969
801,5,713940,11357,Queens,North Queens,81053.0,24778,175,9330,15,123,910,6004,58,41393,40.78663,-73.80969
802,5,713940,11357,Queens,North Queens,81053.0,24778,175,9330,15,123,910,6004,58,41393,40.78663,-73.80969
803,5,713940,11357,Queens,North Queens,81053.0,24778,175,9330,15,123,910,6004,58,41393,40.78663,-73.80969
804,5,713940,11357,Queens,North Queens,81053.0,24778,175,9330,15,123,910,6004,58,41393,40.78663,-73.80969
805,6,713940,11358,Queens,North Queens,65932.0,13263,229,16551, -   ,202,551,6109,54,36959,40.761379999999996,-73.79756
806,6,713940,11358,Queens,North Queens,65932.0,13263,229,16551, -   ,202,551,6109,54,36959,40.761379999999996,-73.79756
807,6,713940,11358,Queens,North Queens,65932.0,13263,229,16551, -   ,202,551,6109,54,36959,40.761379999999996,-73.79756
808,6,713940,11358,Queens,North Queens,65932.0,13263,229,16551, -   ,202,551,6109,54,36959,40.761379999999996,-73.79756
809,6,713940,11358,Queens,North Queens,65932.0,13263,229,16551, -   ,202,551,6109,54,36959,40.761379999999996,-73.79756
810,6,713940,11358,Queens,North Queens,65932.0,13263,229,16551, -   ,202,551,6109,54,36959,40.761379999999996,-73.79756
811,3,713940,11360,Queens,North Queens,84476.0,11465,117,5754, -   ,59,301,1749,56,19501,40.78021,-73.78056
812,3,713940,11360,Queens,North Queens,84476.0,11465,117,5754, -   ,59,301,1749,56,19501,40.78021,-73.78056
813,3,713940,11360,Queens,North Queens,84476.0,11465,117,5754, -   ,59,301,1749,56,19501,40.78021,-73.78056
814,6,713940,11361,Queens,Northeast Queens,82020.0,12294,901,11238, -   ,19,381,4239, -   ,29072,40.76276,-73.77285
815,6,713940,11361,Queens,Northeast Queens,82020.0,12294,901,11238, -   ,19,381,4239, -   ,29072,40.76276,-73.77285
816,6,713940,11361,Queens,Northeast Queens,82020.0,12294,901,11238, -   ,19,381,4239, -   ,29072,40.76276,-73.77285
817,6,713940,11361,Queens,Northeast Queens,82020.0,12294,901,11238, -   ,19,381,4239, -   ,29072,40.76276,-73.77285
818,6,713940,11361,Queens,Northeast Queens,82020.0,12294,901,11238, -   ,19,381,4239, -   ,29072,40.76276,-73.77285
819,6,713940,11361,Queens,Northeast Queens,82020.0,12294,901,11238, -   ,19,381,4239, -   ,29072,40.76276,-73.77285
820,1,713940,11362,Queens,Northeast Queens,80828.0,8027,150,8089, -   ,67,469,1641, -   ,18443,40.76144,-73.73340999999999
821,1,713940,11364,Queens,Northeast Queens,71030.0,12732,852,18024, -   ,54,586,3517,120,35885,40.7467,-73.75986
618,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
619,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
620,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
621,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
622,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
623,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
624,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
625,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
626,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
627,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
628,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
629,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
630,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
631,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
632,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
633,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
634,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
635,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
636,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
637,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
638,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
639,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
640,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
641,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
642,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
643,26,713940,11201,Brooklyn,Northwest Brooklyn,116446.0,36220,7774,7204,59,167,2835,7627,21,61907,40.69378,-73.99131
647,4,713940,11205,Brooklyn,Northwest Brooklyn,51574.0,18317,13805,3461,7,134,1054,8333,37,45148,40.69343,-73.96553
648,4,713940,11205,Brooklyn,Northwest Brooklyn,51574.0,18317,13805,3461,7,134,1054,8333,37,45148,40.69343,-73.96553
649,4,713940,11205,Brooklyn,Northwest Brooklyn,51574.0,18317,13805,3461,7,134,1054,8333,37,45148,40.69343,-73.96553
650,4,713940,11205,Brooklyn,Northwest Brooklyn,51574.0,18317,13805,3461,7,134,1054,8333,37,45148,40.69343,-73.96553
686,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
687,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
688,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
689,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
690,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
691,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
692,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
693,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
694,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
695,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
696,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
697,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
698,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
699,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
700,15,713940,11215,Brooklyn,Northwest Brooklyn,116893.0,47287,2480,5409, -   ,495,3095,12166,83,71015,40.66782,-73.98313
704,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
705,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
706,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
707,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
708,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
709,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
710,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
711,8,713940,11217,Brooklyn,Northwest Brooklyn,99085.0,20519,7401,2965,23,229,1298,7251,1,39687,40.68204,-73.97848
757,6,713940,11231,Brooklyn,Northwest Brooklyn,93575.0,22187,4380,1868, -   ,272,1226,7747, -   ,37680,40.680240000000005,-74.00052
758,6,713940,11231,Brooklyn,Northwest Brooklyn,93575.0,22187,4380,1868, -   ,272,1226,7747, -   ,37680,40.680240000000005,-74.00052
759,6,713940,11231,Brooklyn,Northwest Brooklyn,93575.0,22187,4380,1868, -   ,272,1226,7747, -   ,37680,40.680240000000005,-74.00052
760,6,713940,11231,Brooklyn,Northwest Brooklyn,93575.0,22187,4380,1868, -   ,272,1226,7747, -   ,37680,40.680240000000005,-74.00052
761,6,713940,11231,Brooklyn,Northwest Brooklyn,93575.0,22187,4380,1868, -   ,272,1226,7747, -   ,37680,40.680240000000005,-74.00052
762,6,713940,11231,Brooklyn,Northwest Brooklyn,93575.0,22187,4380,1868, -   ,272,1226,7747, -   ,37680,40.680240000000005,-74.00052
586,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
587,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
588,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
589,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
590,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
591,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
592,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
593,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
594,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
595,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
596,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
597,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
598,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
599,14,713940,11101,Queens,Northwest Queens,57866.0,9631,4243,5896,40,316,735,7936,55,28852,40.74892,-73.93911999999999
600,4,713940,11102,Queens,Northwest Queens,60436.0,14111,3271,5482,25,138,464,10211,25,33727,40.77028,-73.92399999999999
601,4,713940,11102,Queens,Northwest Queens,60436.0,14111,3271,5482,25,138,464,10211,25,33727,40.77028,-73.92399999999999
602,4,713940,11102,Queens,Northwest Queens,60436.0,14111,3271,5482,25,138,464,10211,25,33727,40.77028,-73.92399999999999
603,4,713940,11102,Queens,Northwest Queens,60436.0,14111,3271,5482,25,138,464,10211,25,33727,40.77028,-73.92399999999999
604,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
605,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
